Loot Type,Item Name,Points,Dungeon
White or ST,Snake Eye Ring,2.5,Snake Pit
UT,Snakeskin Shield (shiny),0,Snake Pit
White or ST,Wand of the Bulwark (shiny),5,Snake Pit
White or ST,Snake Charmer Pungi (shiny),5,Snake Pit
White or ST,Snakeskin Armor (shiny),5,Snake Pit
White or ST,Snake Eye Ring (shiny),5,Snake Pit
Skin,Mini Stheno Skin,0,Snake Pit
Skin,Mini Flying Stheno Pet Skin,0,Snake Pit
""
White or ST,Tools of the Tarnished,8.0,Spectral Penitentiary
White or ST,Wretched Rags,8.0,Spectral Penitentiary
White or ST,Sinister Syringes,8.0,Spectral Penitentiary
White or ST,Cackling Straitjacket,8.0,Spectral Penitentiary
White or ST,Command Cornea,8.0,Spectral Penitentiary
White or ST,Ocular Entrapment,8.0,Spectral Penitentiary
White or ST,Overwhelming Axehead,8.0,Spectral Penitentiary
White or ST,Motivational Megaphone,8.0,Spectral Penitentiary
White or ST,Damnation,8.0,Spectral Penitentiary
White or ST,Vial of Soul Extract,8,Spectral Penitentiary
White or ST,Wretched Rags (shiny),16,Spectral Penitentiary
White or ST,Tools of the Tarnished (shiny),16.0,Spectral Penitentiary
White or ST,Ocular Entrapment (shiny),16,Spectral Penitentiary
White or ST,Motivational Megaphone (shiny),16,Spectral Penitentiary
White or ST,Damnation (shiny),16.0,Spectral Penitentiary
White or ST,Vial of Soul Extract (shiny),16,Spectral Penitentiary
Skin,Penitent Frog Pet Skin,0,Spectral Penitentiary
""
White or ST,Staff of Extreme Prejudice,2.5,Sprite World
White or ST,Cloak of the Planewalker,2.5,Sprite World
White or ST,Mace of the Celestial Forest,2.5,Sprite World
UT,Sprite Wand,0,Sprite World
White or ST,Staff of Extreme Prejudice (shiny),5,Sprite World
White or ST,Cloak of the Planewalker (shiny),5,Sprite World
White or ST,Mace of the Celestial Forest (shiny),5,Sprite World
UT,Sprite Wand (shiny),0,Sprite World
Skin,Mini Limon Pet Skin,0,Sprite World
Skin,Sprite Star Pet Skin,0,Sprite World
""
White or ST,Sulfuric Stone,6.0,Sulfurous Wetlands
White or ST,Bogwood Crook,6.0,Sulfurous Wetlands
White or ST,Brambletooth Tachi,6.0,Sulfurous Wetlands
White or ST,Warped Mantle,6.0,Sulfurous Wetlands
White or ST,Thistleleaf Necklace,6.0,Sulfurous Wetlands
White or ST,Bogwood Crook (shiny),12,Sulfurous Wetlands
White or ST,Brambletooth Tachi (shiny),12,Sulfurous Wetlands
White or ST,Warped Mantle (shiny),12,Sulfurous Wetlands
White or ST,Thistleleaf Necklace (shiny),12.0,Sulfurous Wetlands
Skin,Swamped Panda Pet Skin,0,Sulfurous Wetlands
Skin,Bogged Panda Pet Skin,0,Sulfurous Wetlands
""
White or ST,Silken Sigil,5.5,The Crawling Depths
White or ST,Spider Silk Bow,5.5,The Crawling Depths
White or ST,Doku No Ken,5.5,The Crawling Depths
White or ST,Mace of the Depths,5.5,The Crawling Depths
White or ST,Spider Silk Bow (shiny),11,The Crawling Depths
White or ST,Doku No Ken (shiny),11,The Crawling Depths
White or ST,Mace of the Depths (shiny),11,The Crawling Depths
""
UT,Blue Beehemoth Armor,0,The Nest
UT,Red Beehemoth Armor,0,The Nest
UT,Yellow Beehemoth Armor,0,The Nest
White or ST,Queen's Stinger,7.0,The Nest
White or ST,Combcutter Kunai,7.0,The Nest
White or ST,Swarmlord's Sigil,7,The Nest
White or ST,Hivemaster Helm,7.0,The Nest
White or ST,Hivemind Mace,7.0,The Nest
White or ST,Beekeeper's Flamethrower,7.0,The Nest
White or ST,Queen's Stinger (shiny),14,The Nest
White or ST,Hivemaster Helm (shiny),14,The Nest
White or ST,Beekeeper's Flamethrower (shiny),14,The Nest
White or ST,Nectar Crossfire,7.0,The Nest
White or ST,Honeytomb Snare,7.0,The Nest
White or ST,Apiary Armor,7.0,The Nest
White or ST,Honey Circlet,7.0,The Nest
Skin,Killer Bee Queen Pet Skin,0,The Nest
""
UT,Green Beehemoth Armor,0,Plagued Nest
White or ST,Green Beehemoth Quiver,8.5,Plagued Nest
White or ST,Green Beehemoth Quiver (shiny),17,Plagued Nest
""
White or ST,Royal Guard's Cuirass,10.0,The Shatters
White or ST,Valor,10.0,The Shatters
White or ST,Vanguard's Visage,10.0,The Shatters
White or ST,Sentinel's Sidearm,10.0,The Shatters
White or ST,Bracer of the Guardian,10.0,The Shatters
White or ST,Vest of Abandoned Shadows,10.0,The Shatters
White or ST,Dusky Catalyst,10.0,The Shatters
White or ST,Primal Arcana,10.0,The Shatters
White or ST,Polarity Poison,10.0,The Shatters
White or ST,The Twilight Gemstone,10.0,The Shatters
White or ST,Mantle of the Monarchy,10.0,The Shatters
White or ST,Warmonger,10.0,The Shatters
White or ST,Peacekeeper,10.0,The Shatters
White or ST,Noble Mandolin,10.0,The Shatters
White or ST,The Forgotten Crown,10.0,The Shatters
White or ST,The Forgotten Ring,10.0,The Shatters
White or ST,Chrysalis of Eternity,20.0,The Shatters
White or ST,Royal Guard's Cuirass (shiny),20,The Shatters
White or ST,Valor (shiny),20,The Shatters
White or ST,Vanguard's Visage (shiny),20,The Shatters
White or ST,Sentinel's Sidearm (shiny),20,The Shatters
White or ST,Bracer of the Guardian (shiny),20,The Shatters
White or ST,Vest of Abandoned Shadows (shiny),20,The Shatters
White or ST,Dusky Catalyst (shiny),20,The Shatters
White or ST,Primal Arcana (shiny),20,The Shatters
White or ST,Polarity Poison (shiny),20,The Shatters
White or ST,The Twilight Gemstone (shiny),20,The Shatters
White or ST,Warmonger (shiny),20,The Shatters
White or ST,Peacekeeper (shiny),20,The Shatters
White or ST,Noble Mandolin (shiny),20,The Shatters
White or ST,The Forgotten Crown (shiny),20,The Shatters
White or ST,Corruption Tether,10.0,The Shatters
White or ST,Ancient Eminence,10.0,The Shatters
White or ST,Twilight Shroud,10.0,The Shatters
White or ST,Defiled Equilibrium,10.0,The Shatters
White or ST,Archangel's Judgement,10.0,The Shatters
White or ST,Daevite Progenitor,10.0,The Shatters
White or ST,Seraphim's Guard,10.0,The Shatters
White or ST,Flames of Genesis,10.0,The Shatters
White or ST,Fallen One's Blade,10.0,The Shatters
White or ST,Abyssal Insignia,10.0,The Shatters
White or ST,Vortex Plating,10.0,The Shatters
White or ST,Eye of the Void,10.0,The Shatters
Skin,Sentinel Watchdog Skin,0,The Shatters
Skin,Shadow Stormbird Pet Skin,0,The Shatters
Skin,Royal Void Cat Pet Skin,0,The Shatters
""
White or ST,The Right Hook,5.5,The Tavern
White or ST,Tipsy Topper,5.5,The Tavern
White or ST,Double Vision Darts,5.5,The Tavern
White or ST,Cask Corslet,5.5,The Tavern
White or ST,Brewer's Bangle,5.5,The Tavern
White or ST,The Right Hook (shiny),11,The Tavern
White or ST,Tipsy Topper (shiny),11,The Tavern
White or ST,Double Vision Darts (shiny),11,The Tavern
White or ST,Cask Corslet (shiny),11,The Tavern
White or ST,Brewer's Bangle (shiny),11,The Tavern
""
White or ST,Shadow Serpent Sidearm,6.0,The Third Dimension
White or ST,Cloak of Cubic Enigma,6.0,The Third Dimension
White or ST,Seal of Cubic Conundra,6.0,The Third Dimension
White or ST,Cloak of Cubic Enigma (shiny),12,The Third Dimension
White or ST,Seal of Cubic Conundra (shiny),12,The Third Dimension
White or ST,Squaroid Staff,6.0,The Third Dimension
White or ST,Cubic Frame,6.0,The Third Dimension
White or ST,Polygonal Garbs,6.0,The Third Dimension
White or ST,Cuband,6.0,The Third Dimension
White or ST,Morning Square,6.0,The Third Dimension
White or ST,The Triangle,6.0,The Third Dimension
White or ST,Ring of Cubed Wisdom,6.0,The Third Dimension
White or ST,Shadow Serpent Sidearm (shiny),12,The Third Dimension
""
White or ST,Ring of the Pyramid,6.0,Tomb of the Ancients
White or ST,Ring of the Sphinx,6.0,Tomb of the Ancients
White or ST,Ring of the Nile,6.0,Tomb of the Ancients
White or ST,Tome of Holy Protection,6.0,Tomb of the Ancients
White or ST,Pharaoh's Requiem,6.0,Tomb of the Ancients
White or ST,Ring of the Pyramid (shiny),12,Tomb of the Ancients
White or ST,Ring of the Sphinx (shiny),12.0,Tomb of the Ancients
White or ST,Ring of the Nile (shiny),12,Tomb of the Ancients
White or ST,Tome of Holy Protection (shiny),12,Tomb of the Ancients
White or ST,Pharaoh's Requiem (shiny),12,Tomb of the Ancients
White or ST,Wand of Geb,6.0,Tomb of the Ancients
White or ST,Book of Geb,6.0,Tomb of the Ancients
White or ST,Shendyt of Geb,6.0,Tomb of the Ancients
White or ST,Geb's Ring of Wisdom,6.0,Tomb of the Ancients
Skin,Mini Nut Archer Skin,0,Tomb of the Ancients
Skin,Mini Geb Skin,0,Tomb of the Ancients
Skin,Bes' Artifact,0,Tomb of the Ancients
Skin,Nut's Artifact,0,Tomb of the Ancients
Skin,Geb's Artifact,0,Tomb of the Ancients
Skin,Tomb Snake Skin Unlocker,0,Tomb of the Ancients
""
White or ST,Void Blade,4.0,Toxic Sewers
White or ST,Murky Toxin,4.0,Toxic Sewers
White or ST,Void Blade (shiny),8,Toxic Sewers
White or ST,Murky Toxin (shiny),8,Toxic Sewers
White or ST,Toxin Tooth,4.0,Toxic Sewers
White or ST,Virulent Venom,4.0,Toxic Sewers
White or ST,Acidic Armor,4.0,Toxic Sewers
White or ST,Pernicious Peridot,4.0,Toxic Sewers
Skin,Slurp Knight Skin,0,Toxic Sewers
Skin,Turtle Pet Skin,0,Toxic Sewers
""
White or ST,Doom Bow,3.5,Undead Lair
White or ST,Spectral Sword,3.5,Undead Lair
White or ST,Wandering Souls Spell,3.5,Undead Lair
White or ST,Ring of Skeletal Specters,3.5,Undead Lair
White or ST,Doom Bow (shiny),7,Undead Lair
White or ST,Spectral Sword (shiny),7,Undead Lair
White or ST,Wandering Souls Spell (shiny),7,Undead Lair
White or ST,Ring of Skeletal Specters (shiny),7,Undead Lair
White or ST,Edictum Praetoris,3.5,Undead Lair
White or ST,Toga Picta,3.5,Undead Lair
White or ST,Memento Mori,6.0,Undead Lair
White or ST,Interregnum,6.0,Undead Lair
Skin,Possessed Staff Pet Skin,0,Undead Lair
""
White or ST,Spirit's Bane,6,Heroic Undead Lair
White or ST,Bow of the Morning Star,6,Heroic Undead Lair
""
White or ST,Leaf Bow,5,Woodland Labyrinth
White or ST,Elder Heartwood Staff,5.5,Woodland Labyrinth
White or ST,Wakizashi of Eastern Winds,5.5,Woodland Labyrinth
White or ST,Labyrinth Dweller's Sheath,5.5,Woodland Labyrinth
White or ST,Leaf Bow (shiny),11,Woodland Labyrinth
White or ST,Wakizashi of Eastern Winds (shiny),11,Woodland Labyrinth
White or ST,Labyrinth Dweller's Sheath (shiny),11,Woodland Labyrinth
Skin,Woodland Huntress Skin,0,Woodland Labyrinth
Skin,Blessed Blade Pet Skin,0,Woodland Labyrinth
""
""
UT,Corsair Ring,0,Pirate Cave
UT,Corsair Ring (shiny),0,Pirate Cave
Skin,Scallywag Slurp Pet Skin,0,Pirate Cave
""
UT,Bramble Bow,0,Forest Maze
UT,Cocoon Quiver,0,Forest Maze
UT,Cocoon Quiver (shiny),0,Forest Maze
UT,Bramble Bow (shiny),0,Forest Maze
Skin,Sapling Buddy Pet Skin,0,Forest Maze
""
UT,Poison Fang Dagger,0,Spider Den
UT,Spider Shuriken,0,Spider Den
UT,Spider's Eye Ring,0,Spider Den
UT,Spider's Eye Ring (shiny),0,Spider Den
UT,Spider Shuriken (shiny),0,Spider Den
UT,Poison Fang Dagger (shiny),0,Spider Den
Skin,Eggshell Spider Pet Skin,0,Spider Den
""
UT,Staff of the Crystal Serpent,0,Forbidden Jungle
UT,Cracked Crystal Skull,0,Forbidden Jungle
UT,Robe of the Tlatoani,0,Forbidden Jungle
UT,Crystal Bone Ring,0,Forbidden Jungle
UT,Crystal Bone Ring (shiny),0,Forbidden Jungle
UT,Robe of the Tlatoani (shiny),0,Forbidden Jungle
UT,Cracked Crystal Skull (shiny),0,Forbidden Jungle
UT,Staff of the Crystal Serpent (shiny),0,Forbidden Jungle
Skin,Baby Basilisk Pet Skin,0,Forbidden Jungle
""
UT,Orb of Sweet Demise,0,The Hive
UT,Honey Scepter,0,The Hive
UT,Honey Scepter (shiny),0,The Hive
UT,Orb of Sweet Demise (shiny),0,The Hive
""
Event White,Barnacle Basher,10,The Realm
Event White,Yellow Beehemoth Quiver,10,The Realm
Event White,Red Beehemoth Quiver,10,The Realm
Event White,Blue Beehemoth Quiver,10,The Realm
Event White,Cloak of Bloody Surprises,10,The Realm
Event White,Crystallised Fang's Venom,10,The Realm
Event White,Dirk of Cronus,10,The Realm
Event White,Hama Yumi,10,The Realm
Event White,Helm of the Juggernaut,10,The Realm
Event White,Jailer's Scythe,10,The Realm
Event White,Kageboshi,10,The Realm
Event White,Orb of Conflict,10,The Realm
Event White,Quiver of Thunder,10,The Realm
Event White,Ray Katana,10,The Realm
Event White,Seal of Blasphemous Prayer,10,The Realm
Event White,Shield of Ogmur,10,The Realm
Event White,Tablet of the King's Avatar,10,The Realm
Event White,Token of Warmth,10,The Realm
Event White,Token of Happiness,10,The Realm
Event White,Trap of the Vile Spirit,10,The Realm
Event White,Mighty Stein,10,The Realm
Event White,Deadly Keg,10,The Realm
Event White,Greaterhosen,10,The Realm
Event White,Crystal Sword,10,The Realm
Event White,Crystal Wand,10,The Realm
""
Event White,Crystal Sword (shiny),20,The Realm
Event White,Quiver of Thunder (shiny),20,The Realm
Event White,Orb of Conflict (shiny),20,The Realm
Event White,Dirk of Cronus (shiny),20,The Realm
Event White,Trap of the Vile Spirit (shiny),20,The Realm
Event White,Greaterhosen (shiny),20,The Realm
Event White,Helm of the Juggernaut (shiny),20,The Realm
Event White,Ray Katana (shiny),20,The Realm
Event White,Seal of Blasphemous Prayer (shiny),20,The Realm
Event White,Deadly Keg (shiny),20,The Realm
Event White,Mighty Stein (shiny),20,The Realm
Event White,Barnacle Basher (shiny),20,The Realm
Event White,Jailer's Scythe (shiny),20,The Realm
Event White,Cloak of Bloody Surprises (shiny),20,The Realm
Event White,Yellow Beehemoth Quiver (shiny),20,The Realm
Event White,Red Beehemoth Quiver (shiny),20,The Realm
Event White,Blue Beehemoth Quiver (shiny),20,The Realm
""
Biome White,Adventurer's Scarf,10,The Realm
Biome White,Torrential Staff,10,The Realm
Biome White,Celestial Recurve,10,The Realm
Biome White,Mace of the Pumpkin Effigy,10,The Realm
Biome White,Pirate's Artillery,10,The Realm
Biome White,Skull of Restless Souls,10,The Realm
Biome White,Doom's Emblem,10,The Realm
Biome White,Cavalry Lance,10,The Realm
Biome White,Cloak of the Deep,10,The Realm
Biome White,Evolutionary Records,10,The Realm
Biome White,Pollen Incendiary,10,The Realm
Biome White,Bloodbath Blade,10,The Realm
Biome White,Runes of Knowledge,10,The Realm
""
Item,Kendo Stick,0,The Realm
Event White,Kendo Stick (shiny),100,The Realm
Event White,Jewel Eye Katana (shiny),100,The Realm
""
White or ST,Watarimono,10,The Realm
White or ST,Kiritsukeru,10,The Realm
White or ST,Reinforced Root Armor,10,The Realm
White or ST,Traveler's Trinket,10,The Realm
White or ST,The Phylactery,10,The Realm
White or ST,Soul of the Bearer,10,The Realm
White or ST,Soulless Robe,10,The Realm
White or ST,Ring of the Covetous Heart,10,The Realm
""
White or ST,Mister Mango,4.5,The Machine
White or ST,Butter Bow,4.5,The Machine
White or ST,K.I.D.D. Force,4.5,The Machine
White or ST,Caduceus of Current Craziness,4.5,The Machine
White or ST,MMace MMurderer,4.5,The Machine
White or ST,Blade of Ages,4.5,The Machine
White or ST,Groovy Mango,4.5,The Machine
White or ST,Baked Bow,4.5,The Machine
White or ST,Caduceus Of Enlightened Chaos,4.5,The Machine
White or ST,K.I.D.D. Force 2.0,4.5,The Machine
White or ST,FFabulous FFlail,4.5,The Machine
White or ST,Blade of Blooming,4.5,The Machine
White or ST,Mirror Cloak,4.5,The Machine
White or ST,Archerang,4.5,The Machine
White or ST,Spelling Spell,4.5,The Machine
White or ST,Tome of Moral Support,4.5,The Machine
White or ST,Challenger Helm,4.5,The Machine
White or ST,Shield of Pogmur,4.5,The Machine
White or ST,Seal of Eternal Life,4.5,The Machine
White or ST,Lightning in a Bottle,4.5,The Machine
White or ST,Epiphany Skull,4.5,The Machine
White or ST,Helium Trap,4.5,The Machine
White or ST,Karma Orb,4.5,The Machine
White or ST,Fool's Prism,4.5,The Machine
White or ST,Honey Scepter Supreme,4.5,The Machine
White or ST,Unshuriken,4.5,The Machine
White or ST,NSFWakizashi,4.5,The Machine
White or ST,Sigil of the Rubber Duck,4.5,The Machine
White or ST,Lullaby,4.5,The Machine
White or ST,Recursion Mace,4.5,The Machine
White or ST,Paper Machete,4.5,The Machine
White or ST,Cheater Light Armor,4.5,The Machine
White or ST,Cheater Robe,4.5,The Machine
White or ST,Cheater Heavy Armor,4.5,The Machine
White or ST,Omni-Impotence Ring,4.5,The Machine
White or ST,Brilliance Bow,4.5,The Machine
White or ST,Quintessential Quiver,4.5,The Machine
White or ST,Luxurious Leather,4.5,The Machine
White or ST,Regal Ring,4.5,The Machine
Skin,Toaster Pet Skin,0,The Machine
""
White or ST,Sun's Judgement,5.0,Malogia
White or ST,Fire Blade,5.0,Malogia
White or ST,Comet of Calamity,5.0,Malogia
White or ST,Fire Blade (shiny),10,Malogia
""
White or ST,Foramite Staff,5.0,Forax
White or ST,Acidic Slasher,5.0,Forax
White or ST,Corrosion Cutter,5.0,Forax
White or ST,Foramite Staff (shiny),10,Forax
""
White or ST,Warlord Wand,5.0,Katalund
White or ST,Gaseous Glaive,5.0,Katalund
White or ST,Blazon Bow,5.0,Katalund
White or ST,Blazon Bow (shiny),10,Katalund
""
White or ST,Moonbeam Blade,5.0,Untaris
White or ST,Dueling Daggers,5.0,Untaris
White or ST,Snowblind Wand,5.0,Untaris
White or ST,Dueling Daggers (shiny),10,Untaris
""
White or ST,Alien Core Warp,10.0,Katalund
White or ST,Alien Core Dark Matter,10.0,Untaris
White or ST,Alien Core Power,10.0,Malogia
White or ST,Alien Core Corrosion,10.0,Forax
""
White or ST,Piper's Pan Flute,10,The Realm (Rat Extermination)
White or ST,Mouse Trap,10,The Realm (Rat Extermination)
""
White or ST,Mystic Syndicate Attire,7,Hidden Interregnum
White or ST,Heavy Syndicate Attire,7,Hidden Interregnum
White or ST,Light Syndicate Attire,7,Hidden Interregnum
White or ST,Sunken Fire Opal Ring,7,Hidden Interregnum
White or ST,Faded Heart Scarab,7,Hidden Interregnum
White or ST,Fractured Hannya,7,Hidden Interregnum
White or ST,Storied Blades,7,Hidden Interregnum
White or ST,Forbidden Artifact,7,Hidden Interregnum
White or ST,Sheath of Thunderous Rites,7,Hidden Interregnum
White or ST,Storm Caller,7,Hidden Interregnum
White or ST,Corsair's Crown Jewel,7,Hidden Interregnum
White or ST,Rusted Barrel,7,Hidden Interregnum
White or ST,Royal Sekhem,7,Hidden Interregnum
White or ST,Frangible Longbow,7,Hidden Interregnum
White or ST,Gilded Chain Scythe,7,Hidden Interregnum
White or ST,Ritual Khopesh,7,Hidden Interregnum
White or ST,Pirate's Sidearms,7,Hidden Interregnum
White or ST,Obsidian Macuahuitl,7,Hidden Interregnum
White or ST,Mystic Syndicate Attire (shiny),14,Hidden Interregnum
White or ST,Heavy Syndicate Attire (shiny),14,Hidden Interregnum
White or ST,Light Syndicate Attire (shiny),14,Hidden Interregnum
""
Limited,Unstable Anomaly,6,Mad God Mayhem
Limited,Lethargic Sentience,6,Mad God Mayhem
Limited,Toy Knife,6,Mad God Mayhem
Limited,Barely Attuned Magic Thingy,6,Mad God Mayhem
Limited,Precisely Calibrated Stringstick,6,Mad God Mayhem
Limited,Random Spell Extraction Device,6,Mad God Mayhem
Limited,Krathana,6,Mad God Mayhem
Limited,Silex's Hammer,6,Mad God Mayhem
Limited,Mimicry Trap,10,Mad God Mayhem
""
Limited,Arctic Bow,6.0,Ice Tomb
Limited,Freezing Quiver,6.0,Ice Tomb
Limited,Frimarra,6.0,Ice Tomb
Limited,Enchanted Ice Shard,6.0,Ice Tomb
Limited,Ring of the Northern Light,6.0,Ice Tomb
Limited,Tome of Frigid Protection,6,Ice Tomb
Limited,Ice Crown,10.0,Ice Tomb
""
Limited,Candy Katana,5,The Realm (Jack Frost)
Limited,Sleigh Bell Staff,5,The Realm (Jack Frost)
Limited,Garland Bow,5,The Realm (Jack Frost)
Limited,Evergreen Dagger,5,The Realm (Jack Frost)
Limited,Brass Chamberstick,5,The Realm (Jack Frost)
Limited,Cheerful Chipper,5,The Realm (Jack Frost)
Limited,Candy Katana (shiny),10,The Realm (Jack Frost)
Limited,Sleigh Bell Staff (shiny),10,The Realm (Jack Frost)
Limited,Garland Bow (shiny),10,The Realm (Jack Frost)
Limited,Evergreen Dagger (shiny),10,The Realm (Jack Frost)
Limited,Brass Chamberstick (shiny),10,The Realm (Jack Frost)
Limited,Cheerful Chipper (shiny),10,The Realm (Jack Frost)
""
Limited,Snow Branch,5,Oryxmas Event Chest
Limited,Snowflake Blade,5,Oryxmas Event Chest
Limited,Frost Storm Bow,5,Oryxmas Event Chest
Limited,Enchanted Ice Blade,5,Oryxmas Event Chest
Limited,Frozen Wand,5,Oryxmas Event Chest
""
Limited,Splatter-proof Apron,5,Tinkerer Thanksgiving Quests
""
Limited,Chicken Leg of Doom,4.5,Giant Oryx Chicken
Limited,Anatis Staff,4.5,Giant Oryx Chicken
Limited,Apocalypse Feather,4.5,Giant Oryx Chicken
""
Limited,Mantle of the Monarchy (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,The Forgotten Ring (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Royal Guard's Cuirass (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Valor (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Vanguard's Visage (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Sentinel's Sidearm (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Bracer of the Guardian (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Vest of Abandoned Shadows (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Warmonger (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Peacekeeper (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Noble Mandolin (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,The Forgotten Crown (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,The Twilight Gemstone (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Polarity Poison (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Primal Arcana (Rehearsal),5.0,The Shatters (Rehearsal)
Limited,Dusky Catalyst (Rehearsal),5.0,The Shatters (Rehearsal)
""
Limited,Esoteric Buckler,4.5,Janus (Halloween)
""
Limited,Corrupted Cleaver,0,Halloween T11 Reskins
Limited,Bow of Nightmares,0,Halloween T11 Reskins
Limited,Staff of Horrific Knowledge,0,Halloween T11 Reskins
Limited,Wand of Ancient Terror,0,Halloween T11 Reskins
Limited,Dagger of the Terrible Talon,0,Halloween T11 Reskins
Limited,Skull-Splitter Sword,0,Halloween T11 Reskins
""
Limited,Heartfind Dagger,0,Valentine's T11 Reskins
Limited,Wand of Budding Romance,0,Valentine's T11 Reskins
Limited,Cupid's Bow,0,Valentine's T11 Reskins
Limited,Vinesword,0,Valentine's T11 Reskins
Limited,Staff of Adoration,0,Valentine's T11 Reskins
Limited,Diamond-Bladed Katana,0,Valentine's T11 Reskins
Limited,Heart Jewel Blades,0,Valentine's T11 Reskins
Limited,Morning Star of Sweet Miracles,0,Valentine's T11 Reskins
Limited,Anteros Longbow,0,Valentine's T11 Reskins
Limited,Lovestruck Yoyo,0,Valentine's T11 Reskins
Limited,Love Heart Spellblade,0,Valentine's T11 Reskins
Limited,Sweetheart Taichi,0,Valentine's T11 Reskins
""
Limited,Quiver of Dazing Love,5,Valentine's UT Reskins
Limited,Heartstruck Bow,5,Valentine's UT Reskins
Limited,Cupid's Garments,5,Valentine's UT Reskins
Limited,Ring of Unbound Love,5,Valentine's UT Reskins
Limited,Heartseeker Katana,5,Valentine's UT Reskins
Limited,Eternal Star,5,Valentine's UT Reskins
Limited,Chocolate Armor,5,Valentine's UT Reskins
Limited,Sweetener Ring,5,Valentine's UT Reskins
Limited,Ever Green Skull,5,Valentine's UT Reskins
Limited,Floral Corset,5,Valentine's UT Reskins
Limited,Lovebite Armor,5,Valentine's UT Reskins
Limited,Sweetcut Wakizashi,5,Valentine's UT Reskins
Limited,Spring Rose,5,Valentine's UT Reskins
Limited,Rose Brooch,5,Valentine's UT Reskins
""
Limited,Elderfrost Heirloom,5,Christmas Event (Jotunn)
Limited,Frozen Whisper,5,Christmas Event (Jotunn)
Limited,Winter's Dire Kiss,5,Christmas Event (Jotunn)
Limited,Icebreaker Maul,5,Christmas Event (Jotunn)
Limited,Frostfall Rod,5,Christmas Event (Jotunn)
""
Limited,Perennial Cranium,5.5,Belladonna's Garden
Limited,Hanagasaku,5.5,Belladonna's Garden
Limited,Perennial Cranium (shiny),11,Belladonna's Garden
""
Limited,Gem of Tenderness,10,Valentine's Event
Limited,Gem of Adoration,10,Valentine's Event
Limited,Soulful Affection,10,Valentine's Event
Limited,Soulful Affection (shiny),20,Valentine's Event
Limited,Gem of Adoration (shiny),20,Valentine's Event
Limited,Gem of Tenderness (shiny),20,Valentine's Event
Limited,Heart of Gold Prism,5,Valentine's Event
""
Limited,Solar Flare Igniter,5,Eternal Phoenix
Limited,Crest of the Rising Sun,5,Eternal Phoenix
Limited,Bloom-Fire Scepter,5,Eternal Phoenix
Limited,Ashen Talon Dagger,5,Eternal Phoenix
Limited,Sovereign Cinder-Blade,5,Eternal Phoenix
Limited,Blade of Eternal Rebirth,5,Eternal Phoenix
Limited,Heart of the Eternal Pyre,10,Eternal Phoenix
Limited,Flying Eyeball Pet Skin,0,Eternal Phoenix
Limited,Corrupted Tinkerer Pet Skin,0,Eternal Phoenix
""
Limited,Prismatic Slasher,5,Rainbow Road
Limited,Rainbow Rod,5,Rainbow Road
Limited,Staff of the Saint,5,Rainbow Road
Limited,Sword of the Rainbow's End,5,Rainbow Road
Limited,Clover Bow,5,Rainbow Road
Limited,Katana of Good Fortune,5,Rainbow Road
Limited,Painbow,5,Rainbow Road
Limited,Clover Star,5,Rainbow Road
Limited,Miss Shamrock Wizard Skin,0,Rainbow Road
Limited,Leprechaun's Walking Hat Pet Skin,0,Rainbow Road
Limited,Green Hat Bunny Pet Skin,0,Rainbow Road
Limited,Mini Pot of Gold Pet Skin,0,Rainbow Road
""
Limited,Wand of Egg-cellence,0,Biff
Limited,Dagger of the Hasteful Rabbit,0,Biff
Limited,Incubation Mace,10,Biff
Limited,Eggstatic Conductor,5,Biff
Limited,Vitamine Buster,5,Biff
Limited,Sunny Side Bow,5,Biff
Limited,Helm of the Swift Bunny,5,Biff
Limited,Botany Book,5,Biff
Limited,Sakura Wakizashi,5,Biff
Limited,Eggsponential Scepter,5,Biff
Limited,Incubation Mace (shiny),20,Biff
Limited,Bunny Trickster Skin,0,Biff
Limited,Moon Bunny Pet Skin,0,Biff
""
Limited,Bunny Ear Tachi,0,Biff
Limited,Caramel Spellblade,0,Alien Biff
Limited,Shard Launcher,0,Alien Biff
Limited,Egg Basher,0,Alien Biff
Limited,Chocolate Ovipositor,0,Alien Biff
Limited,Hatchling Blades,0,Alien Biff
Limited,Carrotroot Vestments,0,Alien Biff
Limited,Eggshell Carapace,0,Alien Biff
Limited,Fudgeclad Armor,0,Alien Biff
""
Limited,Eternal Graved Great Sword,5,Easter
Limited,Spriteful Shield,5,Easter
Limited,Eggre Battle Armor,5,Easter
Limited,Tiara of Eggscellent Sturdiness,5,Easter
Limited,Spring Wonder Bow,5,Easter
Limited,Fresh Breeze Quiver,5,Easter
Limited,Painted Eggshell Armor,5,Easter
